Type,Entry Price,Exit Price,Profit Factor,Capital,Open Position Date,Close Position Date
Long,173.6051793276,175.5102040117,1.010973317106543,14916.452790082765,2019-01-23 00:00:00+00:00,2019-03-15 00:00:00+00:00
Short,175.5102040117,178.0420267872,0.9857796340494029,9494.011221888422,2019-03-15 00:00:00+00:00,2019-03-19 00:00:00+00:00
Long,172.0223083,174.1646198793,1.0124536846439933,15102.21758913747,2019-03-20 00:00:00+00:00,2019-04-01 00:00:00+00:00
Short,174.1646198793,177.5994004279,0.9806599541421627,9310.396609482277,2019-04-01 00:00:00+00:00,2019-04-09 00:00:00+00:00
Long,177.5994004279,183.990925057,1.0359884358488853,15645.722778020052,2019-04-09 00:00:00+00:00,2019-04-12 00:00:00+00:00
Short,183.990925057,176.9708709976,1.0396678505328438,9679.720030588716,2019-04-12 00:00:00+00:00,2019-04-15 00:00:00+00:00
Long,176.9708709976,172.6220111149,0.9754261260161907,15261.246758087373,2019-04-15 00:00:00+00:00,2019-06-10 00:00:00+00:00
Short,172.6220111149,169.15392002,1.0205025759644824,9878.179225830783,2019-06-10 00:00:00+00:00,2019-06-12 00:00:00+00:00
Long,169.15392002,175.6187975226,1.038218904426428,15844.514889362848,2019-06-12 00:00:00+00:00,2019-06-24 00:00:00+00:00
Short,175.6187975226,174.3471641211,1.0072936856065908,9950.22755946955,2019-06-24 00:00:00+00:00,2019-06-25 00:00:00+00:00
Long,174.3471641211,181.9413943649,1.0435580944610323,16534.671765602947,2019-06-25 00:00:00+00:00,2019-06-28 00:00:00+00:00
Short,181.9413943649,183.16856506,0.9933003204196199,9883.564223069236,2019-06-28 00:00:00+00:00,2019-07-02 00:00:00+00:00
Short,184.8759329836,182.9640366108,1.0104495747263544,9986.84326598092,2019-07-05 00:00:00+00:00,2019-07-08 00:00:00+00:00
Long,182.9640366108,190.2470279102,1.0398055893076534,17192.844119241392,2019-07-08 00:00:00+00:00,2019-07-12 00:00:00+00:00
Short,190.2470279102,188.1483881707,1.0111541733623355,10098.238247112144,2019-07-12 00:00:00+00:00,2019-07-15 00:00:00+00:00
Long,189.6779052689,195.1290330669,1.028738865448098,17686.946953054394,2019-07-17 00:00:00+00:00,2019-07-23 00:00:00+00:00
Short,195.1290330669,195.6181228367,0.9974997727066001,10072.99035623146,2019-07-23 00:00:00+00:00,2019-07-25 00:00:00+00:00
Long,195.9204692398,189.6623188436,0.9680577000428666,17121.985188154023,2019-07-29 00:00:00+00:00,2019-09-09 00:00:00+00:00
Short,189.6623188436,194.3506410945,0.9758769910688364,9829.999519904562,2019-09-09 00:00:00+00:00,2019-09-16 00:00:00+00:00
Long,194.3506410945,184.7234755564,0.9504649663932987,16273.847076445372,2019-09-16 00:00:00+00:00,2019-10-15 00:00:00+00:00
Short,184.7234755564,184.7234755564,1.0,9829.999519904562,2019-10-15 00:00:00+00:00,2019-10-17 00:00:00+00:00
Short,187.2197387396,193.0890887331,0.969602891432084,9531.195957275462,2019-10-21 00:00:00+00:00,2019-10-30 00:00:00+00:00
Long,190.9149240251,207.9819758123,1.0893961112487789,17728.665720136898,2019-10-31 00:00:00+00:00,2019-12-17 00:00:00+00:00
Short,207.9819758123,207.3521363874,1.0030375352570433,9560.147301037476,2019-12-17 00:00:00+00:00,2019-12-18 00:00:00+00:00
Long,205.9844850647,210.8342486366,1.0235443148564158,18146.07500783595,2019-12-20 00:00:00+00:00,2020-01-02 00:00:00+00:00
Short,210.8342486366,208.3688771733,1.011831764401406,9673.260711546089,2020-01-02 00:00:00+00:00,2020-01-03 00:00:00+00:00
Long,208.3688771733,218.2843492627,1.0475861473359733,19009.576806728455,2020-01-03 00:00:00+00:00,2020-01-09 00:00:00+00:00
Short,218.2843492627,220.632750547,0.9893560621508921,9570.299125734175,2020-01-09 00:00:00+00:00,2020-01-15 00:00:00+00:00
Short,224.6907159846,221.0736381444,1.0163614163613546,9726.88277443302,2020-01-16 00:00:00+00:00,2020-01-21 00:00:00+00:00
Long,221.0736381444,160.2147362901,0.7247120807115481,13776.469961050167,2020-01-21 00:00:00+00:00,2020-04-08 00:00:00+00:00
Long,160.2871660985,169.3137309766,1.0563149570724395,14552.29127551646,2020-04-16 00:00:00+00:00,2020-04-28 00:00:00+00:00
Short,169.3137309766,166.0634433224,1.0195725656964116,9917.262826556904,2020-04-28 00:00:00+00:00,2020-04-30 00:00:00+00:00
Long,166.0634433224,177.5073530574,1.068912877548748,15555.131542239838,2020-04-30 00:00:00+00:00,2020-05-26 00:00:00+00:00
Long,179.0283790348,195.7294334789,1.0932871901881747,17006.22605682284,2020-05-29 00:00:00+00:00,2020-06-04 00:00:00+00:00
Short,198.5539435049,198.7179473128,0.999174690509248,9909.078015423864,2020-06-05 00:00:00+00:00,2020-06-09 00:00:00+00:00
Long,194.5449615325,197.6245885931,1.0158298988385033,17275.432894927064,2020-06-10 00:00:00+00:00,2020-07-15 00:00:00+00:00
Short,197.6245885931,195.5927636389,1.0103880374529146,10012.01388897194,2020-07-15 00:00:00+00:00,2020-07-16 00:00:00+00:00
Long,192.6224724503,189.7615171336,0.9851473440232257,17018.846833288862,2020-07-17 00:00:00+00:00,2020-08-07 00:00:00+00:00
Short,189.7615171336,189.8708530056,0.9994241566292601,10006.248537146219,2020-08-07 00:00:00+00:00,2020-08-13 00:00:00+00:00
Long,189.8708530056,190.6534932522,1.0041219609761638,17088.997855794987,2020-08-13 00:00:00+00:00,2020-10-08 00:00:00+00:00
Short,190.6534932522,190.2501490026,1.002120073238915,10027.462516891756,2020-10-08 00:00:00+00:00,2020-10-09 00:00:00+00:00
Short,196.281978917,193.2477301303,1.0157013424408872,10184.907139682633,2020-10-12 00:00:00+00:00,2020-10-13 00:00:00+00:00
Long,191.2218419676,186.0517020409,0.972962607861627,16626.955919516044,2020-10-15 00:00:00+00:00,2020-11-05 00:00:00+00:00
Short,186.0517020409,184.4933265311,1.0084467852528927,10270.936863112185,2020-11-05 00:00:00+00:00,2020-11-06 00:00:00+00:00
Short,199.8845764191,196.6394885928,1.0165027271456137,10440.435331693952,2020-11-11 00:00:00+00:00,2020-11-12 00:00:00+00:00
Short,205.934740163,205.6138981463,1.0015604101648408,10456.72669311089,2020-11-17 00:00:00+00:00,2020-11-18 00:00:00+00:00
Short,209.7665105342,215.7891735339,0.9720900594730075,10164.88007299915,2020-11-23 00:00:00+00:00,2020-11-27 00:00:00+00:00
Long,211.3707206178,225.2460895392,1.0656447065177461,17718.427561136177,2020-11-30 00:00:00+00:00,2020-12-10 00:00:00+00:00
Short,225.2460895392,221.181706336,1.0183757656567933,10351.667527149992,2020-12-10 00:00:00+00:00,2020-12-11 00:00:00+00:00
Long,221.181706336,236.8401804001,1.0707946164422524,18972.796844286648,2020-12-11 00:00:00+00:00,2020-12-21 00:00:00+00:00
Long,230.4901576631,244.2316437311,1.059618537326377,20103.92724113352,2020-12-22 00:00:00+00:00,2021-01-04 00:00:00+00:00
Short,244.2316437311,277.4194984132,0.8803694229427643,9113.291567372391,2021-01-04 00:00:00+00:00,2021-01-15 00:00:00+00:00
